salary_id,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,remote_type,company_location,company_size,salary_band,is_outlier
498,2022,Senior,Full-Time,Data Scientist,165000,USD,165000,US,100,Remote,US,Medium,Senior,False
499,2022,Senior,Full-Time,Research Scientist,85000,EUR,93427,FR,50,Hybrid,FR,Large,Mid-Level,False
500,2022,Entry,Full-Time,Data Scientist,66500,CAD,52396,CA,100,Remote,CA,Large,Junior,False
501,2022,Senior,Full-Time,Machine Learning Engineer,57000,EUR,62651,NL,100,Remote,NL,Large,Mid-Level,False
502,2022,Mid-Level,Full-Time,Head Of Data,30000,EUR,32974,EE,100,Remote,EE,Small,Junior,False
503,2022,Entry,Full-Time,Data Scientist,40000,USD,40000,JP,100,Remote,MY,Large,Junior,False
504,2022,Mid-Level,Full-Time,Machine Learning Engineer,121000,AUD,87425,AU,100,Remote,AU,Large,Mid-Level,False
505,2022,Senior,Full-Time,Data Engineer,115000,USD,115000,US,100,Remote,US,Medium,Mid-Level,False
506,2022,Entry,Full-Time,Data Scientist,120000,AUD,86703,AU,50,Hybrid,AU,Medium,Mid-Level,False
507,2022,Mid-Level,Full-Time,Applied Machine Learning Scientist,75000,USD,75000,BO,100,Remote,US,Large,Mid-Level,False
508,2022,Mid-Level,Full-Time,Research Scientist,59000,EUR,64849,AT,0,On-Site,AT,Large,Mid-Level,False
509,2022,Entry,Full-Time,Research Scientist,120000,USD,120000,US,100,Remote,US,Large,Senior,False
510,2022,Mid-Level,Full-Time,Applied Data Scientist,157000,USD,157000,US,100,Remote,US,Large,Senior,False
511,2022,Entry,Full-Time,Computer Vision Software Engineer,150000,USD,150000,AU,100,Remote,AU,Small,Senior,False
512,2022,Mid-Level,Full-Time,Business Data Analyst,90000,CAD,70912,CA,50,Hybrid,CA,Large,Mid-Level,False
513,2022,Entry,Full-Time,Data Engineer,65000,USD,65000,US,100,Remote,US,Small,Mid-Level,False
514,2022,Senior,Full-Time,Machine Learning Engineer,65000,EUR,71444,IE,100,Remote,IE,Small,Mid-Level,False
515,2022,Entry,Full-Time,Data Analytics Engineer,20000,USD,20000,PK,0,On-Site,PK,Medium,Junior,False
516,2022,Mid-Level,Full-Time,Data Scientist,48000,USD,48000,RU,100,Remote,US,Small,Junior,False
517,2022,Senior,Full-Time,Data Science Manager,152500,USD,152500,US,100,Remote,US,Medium,Senior,False
518,2022,Mid-Level,Full-Time,Data Engineer,62000,EUR,68147,FR,100,Remote,FR,Medium,Mid-Level,False
519,2022,Mid-Level,Full-Time,Data Scientist,115000,CHF,122346,CH,0,On-Site,CH,Large,Senior,False
520,2022,Senior,Full-Time,Applied Data Scientist,380000,USD,380000,US,100,Remote,US,Large,Executive,True
521,2022,Mid-Level,Full-Time,Data Scientist,88000,CAD,69336,CA,100,Remote,CA,Medium,Mid-Level,False
522,2022,Entry,Full-Time,Computer Vision Engineer,10000,USD,10000,PT,100,Remote,LU,Medium,Junior,False
523,2022,Mid-Level,Full-Time,Data Analyst,20000,USD,20000,GR,100,Remote,GR,Small,Junior,False
524,2022,Senior,Full-Time,Data Analytics Lead,405000,USD,405000,US,100,Remote,US,Large,Executive,True
525,2022,Mid-Level,Full-Time,Data Scientist,135000,USD,135000,US,100,Remote,US,Large,Senior,False
526,2022,Senior,Full-Time,Applied Data Scientist,177000,USD,177000,US,100,Remote,US,Large,Senior,False
527,2022,Mid-Level,Full-Time,Data Scientist,78000,USD,78000,US,100,Remote,US,Medium,Mid-Level,False
528,2022,Senior,Full-Time,Data Analyst,135000,USD,135000,US,100,Remote,US,Medium,Senior,False
529,2022,Senior,Full-Time,Data Analyst,100000,USD,100000,US,100,Remote,US,Medium,Mid-Level,False
530,2022,Senior,Full-Time,Data Analyst,90320,USD,90320,US,100,Remote,US,Medium,Mid-Level,False
531,2022,Mid-Level,Full-Time,Data Analyst,85000,USD,85000,CA,0,On-Site,CA,Medium,Mid-Level,False
532,2022,Mid-Level,Full-Time,Data Analyst,75000,USD,75000,CA,0,On-Site,CA,Medium,Mid-Level,False
533,2022,Senior,Full-Time,Machine Learning Engineer,214000,USD,214000,US,100,Remote,US,Medium,Executive,False
534,2022,Senior,Full-Time,Machine Learning Engineer,192600,USD,192600,US,100,Remote,US,Medium,Senior,False
535,2022,Senior,Full-Time,Data Architect,266400,USD,266400,US,100,Remote,US,Medium,Executive,False
536,2022,Senior,Full-Time,Data Architect,213120,USD,213120,US,100,Remote,US,Medium,Executive,False
537,2022,Senior,Full-Time,Data Analyst,112900,USD,112900,US,100,Remote,US,Medium,Mid-Level,False
538,2022,Senior,Full-Time,Data Engineer,155000,USD,155000,US,100,Remote,US,Medium,Senior,False
539,2022,Mid-Level,Full-Time,Data Scientist,141300,USD,141300,US,0,On-Site,US,Medium,Senior,False
540,2022,Mid-Level,Full-Time,Data Scientist,102100,USD,102100,US,0,On-Site,US,Medium,Mid-Level,False
541,2022,Senior,Full-Time,Data Analyst,115934,USD,115934,US,100,Remote,US,Medium,Mid-Level,False
542,2022,Senior,Full-Time,Data Analyst,81666,USD,81666,US,100,Remote,US,Medium,Mid-Level,False
543,2022,Mid-Level,Full-Time,Data Engineer,206699,USD,206699,US,0,On-Site,US,Medium,Executive,False
544,2022,Mid-Level,Full-Time,Data Engineer,99100,USD,99100,US,0,On-Site,US,Medium,Mid-Level,False
545,2022,Senior,Full-Time,Data Engineer,130000,USD,130000,US,100,Remote,US,Medium,Senior,False
546,2022,Senior,Full-Time,Data Engineer,115000,USD,115000,US,100,Remote,US,Medium,Mid-Level,False
547,2022,Senior,Full-Time,Data Engineer,110500,USD,110500,US,100,Remote,US,Medium,Mid-Level,False
548,2022,Senior,Full-Time,Data Engineer,130000,USD,130000,US,100,Remote,US,Medium,Senior,False
549,2022,Senior,Full-Time,Data Analyst,99050,USD,99050,US,100,Remote,US,Medium,Mid-Level,False
550,2022,Senior,Full-Time,Data Engineer,160000,USD,160000,US,100,Remote,US,Medium,Senior,False
551,2022,Senior,Full-Time,Data Scientist,205300,USD,205300,US,0,On-Site,US,Large,Executive,False
552,2022,Senior,Full-Time,Data Scientist,140400,USD,140400,US,0,On-Site,US,Large,Senior,False
553,2022,Senior,Full-Time,Data Scientist,176000,USD,176000,US,100,Remote,US,Medium,Senior,False
554,2022,Senior,Full-Time,Data Scientist,144000,USD,144000,US,100,Remote,US,Medium,Senior,False
555,2022,Senior,Full-Time,Data Engineer,200100,USD,200100,US,100,Remote,US,Medium,Executive,False
556,2022,Senior,Full-Time,Data Engineer,160000,USD,160000,US,100,Remote,US,Medium,Senior,False
557,2022,Senior,Full-Time,Data Engineer,145000,USD,145000,US,100,Remote,US,Medium,Senior,False
558,2022,Senior,Full-Time,Data Engineer,70500,USD,70500,US,0,On-Site,US,Medium,Mid-Level,False
559,2022,Senior,Full-Time,Data Scientist,205300,USD,205300,US,0,On-Site,US,Medium,Executive,False
560,2022,Senior,Full-Time,Data Scientist,140400,USD,140400,US,0,On-Site,US,Medium,Senior,False
561,2022,Senior,Full-Time,Analytics Engineer,205300,USD,205300,US,0,On-Site,US,Medium,Executive,False
562,2022,Senior,Full-Time,Analytics Engineer,184700,USD,184700,US,0,On-Site,US,Medium,Senior,False
563,2022,Senior,Full-Time,Data Engineer,175100,USD,175100,US,100,Remote,US,Medium,Senior,False
564,2022,Senior,Full-Time,Data Engineer,140250,USD,140250,US,100,Remote,US,Medium,Senior,False
565,2022,Senior,Full-Time,Data Analyst,116150,USD,116150,US,100,Remote,US,Medium,Mid-Level,False
566,2022,Senior,Full-Time,Data Engineer,54000,USD,54000,US,0,On-Site,US,Medium,Junior,False
567,2022,Senior,Full-Time,Data Analyst,170000,USD,170000,US,100,Remote,US,Medium,Senior,False
568,2022,Mid-Level,Full-Time,Data Analyst,50000,GBP,65438,GB,0,On-Site,GB,Medium,Mid-Level,False
569,2022,Senior,Full-Time,Data Analyst,80000,USD,80000,US,100,Remote,US,Medium,Mid-Level,False
570,2022,Senior,Full-Time,Data Scientist,140000,USD,140000,US,100,Remote,US,Medium,Senior,False
571,2022,Senior,Full-Time,Data Scientist,210000,USD,210000,US,100,Remote,US,Medium,Executive,False
572,2022,Senior,Full-Time,Data Scientist,140000,USD,140000,US,100,Remote,US,Medium,Senior,False
573,2022,Senior,Full-Time,Data Analyst,100000,USD,100000,US,100,Remote,US,Medium,Mid-Level,False
574,2022,Senior,Full-Time,Data Analyst,69000,USD,69000,US,100,Remote,US,Medium,Mid-Level,False
575,2022,Senior,Full-Time,Data Scientist,210000,USD,210000,US,100,Remote,US,Medium,Executive,False
576,2022,Senior,Full-Time,Data Scientist,140000,USD,140000,US,100,Remote,US,Medium,Senior,False
577,2022,Senior,Full-Time,Data Scientist,210000,USD,210000,US,100,Remote,US,Medium,Executive,False
578,2022,Senior,Full-Time,Data Analyst,150075,USD,150075,US,100,Remote,US,Medium,Senior,False
579,2022,Senior,Full-Time,Data Engineer,100000,USD,100000,US,100,Remote,US,Medium,Mid-Level,False
580,2022,Senior,Full-Time,Data Engineer,25000,USD,25000,US,100,Remote,US,Medium,Junior,False
581,2022,Senior,Full-Time,Data Analyst,126500,USD,126500,US,100,Remote,US,Medium,Senior,False
582,2022,Senior,Full-Time,Data Analyst,106260,USD,106260,US,100,Remote,US,Medium,Mid-Level,False
583,2022,Senior,Full-Time,Data Engineer,220110,USD,220110,US,100,Remote,US,Medium,Executive,False
584,2022,Senior,Full-Time,Data Engineer,160080,USD,160080,US,100,Remote,US,Medium,Senior,False
585,2022,Senior,Full-Time,Data Analyst,105000,USD,105000,US,100,Remote,US,Medium,Mid-Level,False
586,2022,Senior,Full-Time,Data Analyst,110925,USD,110925,US,100,Remote,US,Medium,Mid-Level,False
587,2022,Mid-Level,Full-Time,Data Analyst,35000,GBP,45807,GB,0,On-Site,GB,Medium,Junior,False
588,2022,Senior,Full-Time,Data Scientist,140000,USD,140000,US,100,Remote,US,Medium,Senior,False
589,2022,Senior,Full-Time,Data Analyst,99000,USD,99000,US,0,On-Site,US,Medium,Mid-Level,False
590,2022,Senior,Full-Time,Data Analyst,60000,USD,60000,US,100,Remote,US,Medium,Mid-Level,False
591,2022,Senior,Full-Time,Data Architect,192564,USD,192564,US,100,Remote,US,Medium,Senior,False
592,2022,Senior,Full-Time,Data Architect,144854,USD,144854,US,100,Remote,US,Medium,Senior,False
593,2022,Senior,Full-Time,Data Scientist,230000,USD,230000,US,100,Remote,US,Medium,Executive,False
594,2022,Senior,Full-Time,Data Scientist,150000,USD,150000,US,100,Remote,US,Medium,Senior,False
595,2022,Senior,Full-Time,Data Analytics Manager,150260,USD,150260,US,100,Remote,US,Medium,Senior,False
596,2022,Senior,Full-Time,Data Analytics Manager,109280,USD,109280,US,100,Remote,US,Medium,Mid-Level,False
597,2022,Senior,Full-Time,Data Scientist,210000,USD,210000,US,100,Remote,US,Medium,Executive,False
598,2022,Senior,Full-Time,Data Analyst,170000,USD,170000,US,100,Remote,US,Medium,Senior,False
599,2022,Mid-Level,Full-Time,Data Scientist,160000,USD,160000,US,100,Remote,US,Medium,Senior,False
600,2022,Mid-Level,Full-Time,Data Scientist,130000,USD,130000,US,100,Remote,US,Medium,Senior,False
601,2022,Entry,Full-Time,Data Analyst,67000,USD,67000,CA,0,On-Site,CA,Medium,Mid-Level,False
602,2022,Entry,Full-Time,Data Analyst,52000,USD,52000,CA,0,On-Site,CA,Medium,Junior,False
603,2022,Senior,Full-Time,Data Engineer,154000,USD,154000,US,100,Remote,US,Medium,Senior,False
604,2022,Senior,Full-Time,Data Engineer,126000,USD,126000,US,100,Remote,US,Medium,Senior,False
605,2022,Senior,Full-Time,Data Analyst,129000,USD,129000,US,0,On-Site,US,Medium,Senior,False
606,2022,Senior,Full-Time,Data Analyst,150000,USD,150000,US,100,Remote,US,Medium,Senior,False
607,2022,Mid-Level,Full-Time,Ai Scientist,200000,USD,200000,IN,100,Remote,US,Large,Executive,False
